,Score,Summary,Text
149,3,"Love the Cashews, but a little Salty","I like the Emerald brand nuts. The canister is very convenient and easy to take along. I was a bit leery about the salt and pepper flavor. It wasn't as bad as I thought. I was mainly concerned that the pepper would be too strong. I actually found the salt to be a bit overwhelming. As I got closer to the bottom of the canister, the salt taste became stronger and the nuts at the bottom were very salty-almost inedible. If you love cashews this is a nice change from just salted as the pepper gives the nut a little ""kick."""
150,4,Great challenge...,I think the design is great for this treat delivery toy.  The large puck shaped things are too easy for my dog to remove so I load one of those and some dog biscuits into the ball once he gets the puck out I take that away.  Too much treat at one time for him.  He doesn't mind cause I think he likes his biscuits better anyway.  After tonight's 4 mile hike he is still into his everlasting... stuffing it with his normal biscuits keeps him entertained and preoccupied. He has brought it to me tonight about three times.  Each time I say Yep there is more... and toss it back to him...
151,4,Earl Grey,A very good product for the money. Affordable nice tea. Tea is getting so expensive that it's nice to have a good tea that doesn't break the bank.
152,4,Great for traveling,"I brought them for my trip to Europe. The hotels in Europe usually have a kettle, but only instant coffee power. It was wonderful to be able to have a real cup of coffee in my room! It's also organic.<br /><br />I would prefer it to be a bit stronger, but over all this is a great product for traveling and camping. I'll definitely buy them again."
153,4,Cyclone certainly bold...Fuggetabout it Bold-less,"Ordered Fuggetabout it and while it is a decent tasting coffee, it is far from bold or dark roasted enough. I was looking for reasonable k-cups, but this is not an item I'd purchase again even at a lower price.<br /><br />I was IMPRESSED with Brooklyn Bean Roastery's response!  They sent an order of Cyclone at no cost...and it was a full order not a 6-10 kcup sample!  They followed up to see if I was happy with Cyclone.<br /><br />Cyclone was very good and I'll order more.  The cups have brewed perfectly each time.  I've seen some comments that weren't positive, but the company seems to be working hard and it's worth trying."
154,4,A smooth and flavorful French Vanilla roast,"I'm not a fan of flavored coffees, but I enjoyed this one. Coming out of the bag, the smell is chocolaty and the vanilla aroma is very strong and pleasant. It produces a coffee that is smooth and creamy, with a thin layer of fine froth at the top when I made it in my <a href=""http://www.amazon.com/gp/product/B00264FT9K"">Bodum French Press</a>. I like my coffee piping hot with Half & Half and 3 sugars. The sweetness really brings out the vanilla flavor. Drinking it black, however, there's not much flavor to write home about. Without sugar and cream, it doesn't taste like either coffee or vanilla.<br /><br />The grind is extra fine. I was pleased by the small amount of the dust that passed through the Bodum and into my cup. For French Vanilla lovers, this is a very good price for 3 bags of coffee. The only gotcha is that it is ""Naturally and Artificially Flavored"" and not all natural. It tastes good, however. Lastly, the product is kosher, as indicated by the U symbol on the bag."
155,4,"Smooth taste, without the jitters - for Flavia owners only","A couple of years ago, my friends showed us the Flavia machine and then gave me a taste of how good a cup of coffee it could make. We immediately went out and bought one and have enjoyed using it ever since. While I have tried all of their different blends, we have settled on the House Blend as our daily brew. My wife can only drink de-caf and I find that the difference in taste between regular and the ""un-leaded"" is beyond my meager taste buds ability to tell the difference.  Especially since I usually put in sweetener and milk.<br /><br />The taste is smooth but with a good body. The blend has a good just-brewed coffee aroma but can be sharp and intense if you stand close by the machine as it steams out a cup. I have not tried to drink it black but I have sipped it with just half & half and it's quite nice.<br /><br />If you have a Flavia machine and want to cut down on the caffeine you drink, you will be pleased with the decaf house blend.<br /><br />4 and not 5 stars because I don't love the sharp aroma at brew time."
156,4,Not exactly powder,Not powder is a more appropriate heading. This product is more like large grandules.  I say that because if you're looking for powdered this isn't it.  Nonetheless this works quite well. A rating of 4 for the product description and a 5 for the product itself.
157,4,Pleasant tasting,"After I read all the positive reviews I had to try some.  It is very good just on toast.  Pleasant taste, not to sweet or sour.  I will have to experiment trying it on a few different things as suggested in some of the reviews."
158,4,good but were better in my memory,"these are good but tasted better in my memory. If they roasted the nuts, they'd be awesome. The nuts in these don't appear to be toasted/roasted before hand. Lots of whole nuts though."
159,4,Creamy & Delicious...but...,"Cheesecake arrived within a week of ordering.  Packing was amazing, ice in the pack was still frozen, and so was the cheesecake. We let it thaw to room temperature.  It is delicious, creamy, crust is perfect...but for me personally, it is super-sweet.  Typical of my taste, I just don't like super sweet anything. So, if you have a love of cheesecake that really is 'New YorK' style and really love super-sweet, then this is perfect for you.  For those of us who love creamy cheesecake with a nice crust but are more reserved on the super-sweet, think twice."
160,4,Good stuff,"A consistently good, bold brew. One of my favorites by far. It has flavor reminiscent of chicory, and just about, but not bitter. On the auto delivery program, can't beat the price. Try one with a Cafe Escapes Mocha added. Giddy up!"
161,4,Thats not bad!,"I got this from a local store, so nothing to say about delivery.<br /><br />I told a story about how I felt and got this in my review of the Zevia cola, so I won't rehash it here. Yes, I just plugged something for which I make no money.<br /><br />When I got it home, I noticed that one of the cans in the case wasn't Zevia but Blue Sky Free root beer. It was okay, but it also says something about how this stuff is packaged.<br /><br />Anyway, I let it chill and popped open a can, expecting something like Mug root beer but less so. It was actually pretty damn good, better than expected! The diet-y flavor is quickly overpowered by one that is decidedly root beer and only makes a brief cameo after the stuff is swallowed. While I would far rather have an A&W or Barq's, this is a very viable alternative if sugar and corn syrup are no longer your friends.<br /><br />The only real downsides I noticed is that there is no vanilla in it, instead it uses four kinds of oil extracts for flavor. Vanilla would have made it a five-star drink and if I have this stuff and some vanilla at the same time, I'll probably combine them.<br />Also, since I kind of assumed (I didn't look, sue me) this would cost a fortune to ship and handle, I found it locally. In the entire area of Arlington Texas, there are four places that sell this according to the Zevia stie. Four.<br /><br />Should you buy some? Sure. It lacks some of the satisfaction of more widely-available root beers, but 'diet' is Latin for 'nothing is as good as it could be'. Good alone, serviceable with Mexican food."
162,4,"Tasty, but messy","These are very good, but too messy to eat alone as a snack.  The blueberries stained my fingers and mouth.  They are very good mixed with yogurt or in muffins.  Normally, they are a little pricey, but with the instant rebate, they are well worth the cost."
163,4,I am not a fan of flavored coffee but I like this,This is a nice treat.  We served it with a dollop of whipped cream on top.  Yum!!!
164,4,"Overall, Pretty Tasty","This two reviews, one each for two different flavors of KIND HEALTHY GRAIN CLUSTERS.<br /><br />The first review is for KIND HEALTHY GRAINS VANILLA BLUEBERRY CLUSTERS and is rated at FOUR STARS ****.<br /><br />Pretty Tasty<br /><br />I am always looking for healthy, low fat, good tasting breakfast cereals so I thought that I would give KIND HEALTHY GRAINS VANILLA BLUEBERRY CLUSTERS a try.  And, you know what?  I was pleasantly surprised.  In a bowl, with nonfat milk, KIND HEALTHY GRAINS VANILLA BLUEBERRY CLUSTERS is a tasty, healthy breakfast for both my husband and me.  And guess what else?  Our kids, ages 6 and 14, like it, too!<br /><br />For those who care about such things, KIND HEALTHY GRAINS VANILLA BLUEBERRY CLUSTERS has 5 grams of fiber (always a plus); 750 mg of Omega-3; is gluten free, all natural, and low glycemic; has no refined sugars, saturated fats, trans fats, or cholesterol; and is very low sodium.  It is 100% whole grain cereal, made up of amaranth, quinoa, oats, millet, buckwheat, and flax seeds.  1/3 of a cup is about 120 calories.  (However, 1/3 of a cup seems a bit small to me...)<br /><br />As I said, KIND HEALTHY GRAINS VANILLA BLUEBERRY CLUSTERS makes a nice, light breakfast for my entire family.  And my kids like it with vanilla yogurt and fruit, too, which makes a nice snack that even a mom can approve of.<br /><br />The second review is for KIND HEALTHY GRAINS CINNAMON OAT CLUSTERS and is rated at THREE STARS ***.<br /><br />Not Bad<br /><br />I am always looking for healthy, low fat, good tasting breakfast cereals so I thought that I would give KIND HEALTHY GRAINS CINNAMON OAT CLUSTERS a try. And, overall, it wasn't too bad. Not my favorite of the KIND HEALTHY GRAINS brand, but definitely edible. In a bowl, with nonfat milk, KIND HEALTHY GRAINS CINNAMON OAT CLUSTERS is an acceptable, healthy breakfast for both my husband and me.<br /><br />For those who care about such things, KIND HEALTHY GRAINS CINNAMON OAT CLUSTERS has 5 grams of fiber (always a plus); 750 mg of Omega-3; is gluten free, all natural, and low glycemic; has no refined sugars, saturated fats, trans fats, or cholesterol; and is very low sodium. It is 100% whole grain cereal, made up of amaranth, quinoa, oats, millet, buckwheat, and flax seeds. 1/3 of a cup is about 130 calories. (However, 1/3 of a cup still seems a bit small to me...)<br /><br />As I said, KIND HEALTHY GRAINS CINNAMON OAT CLUSTERS makes a decent, light breakfast for my husband and me. My kids did not care for it, but that did not surprise me. I have added raisons, cranberrys, strawberries, etc to, and that helps a lot, but still, it is not my favorite, as compared to other KIND HEALTHY GRAINS choices."
165,4,Great variety for new Krieg owners,"Wonderful variety for new Krieg coffeemaker.  Lots of variety to choose from.  Some fluffy coffees, standard coffees, teas, hot chocolate.  Great variety.  Lots of variety in the coffee companies as well.  Gives us an idea what to buy next.  Thank you."
166,4,Best I Could Find,"Compared to the several other baby formulas we've tried, this is the best one. My son has reflux issues, even at 10 months old. This formula is thick enough that he doesn't spit up as often. It helped him maintain his weight when the reflux was worse.<br /><br />Organic is mandatory for my son's food. What I don't like is one of the ingredients. They use corn syrup solids to meet the necessary carbohydrate requirements. When I asked why they used corn syrup as opposed to something healthier, I received several automated responses stating that the number I gave them was incorrect. I had never given them a contact number, and my reply was to the first email they sent that stated the corn syrup solids were for carbohydrate requirements.<br /><br />Beyond that I haven't come across a better formula. This package of 4 is the best price I can find, as I live in HI and can not receive certain items or discounts via subscription and Amazon Mom."
167,4,Does the job,"When I travel to Africa it is difficult to get good coffee.  I am not a fan of the Nestle instant coffee that is available.  I take VIA to give the instant coffee a bit of a better taste.  Of course nothing beats coffee beans and my espresso maker at home, but it does the job."
168,4,Suprised by how good it is,"I'm an avid coffee drinker, but I stick to the basics: lattes, french roast drip,  espresso. Only rarely do I drink coffee with flavor added. But when I do, it's typically vanilla, so I thought this might be a decent product to have on hand during the holidays as an addition to my usual dark-roast, whole beans.<br /><br />I am drinking a cup as I type this and it's really good. The coffee itself has the full-bodied, robust taste I like. The vanilla flavoring is subtle and pleasant. It doesn't taste artificial and leaves no after taste. It's definitely a nice change from my usual coffee and feels festive.<br /><br />The Amazon price for two bags seems reasonable to me for Starbuck's coffee. Yes, it may be more expensive than other brands, but I think it's worth the delicate balance of flavors you get from the product."
169,4,Truly Sour,Other candy claimed as sour usually are not. Extreme Warheads is one of the leaders in lemon quality bitter sourness!
170,4,Great for Low Carb Diets,"These sticks are good to carry with you in your breifcase for when you want a snack, but are watching out for carbs."
171,4,Good Tea with Hibiscus Flowers,"****<br />Tazo's Passion Herbal Infusion is a somewhat tart, deep, flavorful (hibiscus-y tasting) tea. It is not berry-like in taste, although it is red in color. It's difficult to describe what hibiscus tastes like, but I find it a most pleasant taste. My husband says it tastes like pomegranate to him. Although Passion contains licorice root it is not sweet.<br /><br />The ingredients in Passion are: hibiscus flowers, natural tropical flavors, citric acid, orange peel, licorice root, cinnamon bark, rose hips, lemongrass and red poppy. It is caffeine-free!<br /><br />Tazo is an interesting company that makes only super premium teas. They are socially responsible, based in Portland, and have the motto, ""The Reincarnation of Tea"". Tazo is owned by Starbucks. Their web site is fun and quirky, with a Zen-type focus, definitely worth checking out. It is unclear, though, from their web site, how many of their ingredients are organic or kosher, and they do use some ""natural flavors"" in their teas--this wording seems a little vague for a super premium tea.<br /><br />On the paper tea packet, Tazo writes, ""A tantalizing deep red tea made from hibiscus flowers, exotic herbs and natural tropical flavors."" On their web site, Tazo describes the flavor profile of Passion as ""berry, juicy, wine-like, merlot, sweet, earthy, dense"". Tazo describes the aroma as ""sweet, juicy, red fruits"".<br /><br />I would rate this tea, and Tazo in general, as very good---better than premium teas like Stash or Celestial Seasonings---but not as good as other teas such as Numi, which is why Tazo Passion gets only four stars.<br />****"
172,4,"Not your average chip, but decently tasty","This might not fill a craving for ""chips"" but if you don't go in expecting that, these aren't bad.  And the nutritional info on these is great.  They are much more filling than other similar calorie snacks."
173,4,Great,I was wondering if these would be any good and I am glad I tried them. Easy to make and taste like your in a morning cafe on a chilli morning. I am addicted to these they are a new part of my morning must
174,4,cars cupcake ring favors,the rings were great for the cupcakes and went perfectly with Lighting McQueens cake that I made for a baby shower the kids that were there really liked getting a little gift with their cupcakes some ate more than one so they could get a different ring
175,4,They like them!,My kids don't drink a lot of milk.  They don't like it.  They DO however like Chocolate milk.  I hate the mess of chocolate syrup though.  I bought these thinking that maybe it would be a good way to get some milk into them.  I honestly didn't think they would like them however.  I was pleasantly surprised when they asked for more!
176,4,Delicious and Barely Salty,"Bought four of these to have shipped to my diplomatic address in Brazil. They arrived in great shape.  Just about 3% of the nuts are impossible to open with the fingers, so I use a nut cracker (or donate to the birds here).  Delicious, and not overly salty. So I sometimes have to add some salt!"
177,4,Great for the convenience,"Thai tea brewed fresh in a restaurant is always going to taste better. For something convenient out of a package, this is pretty good. I like having it on hand for a treat, because brewing authentic Thai tea from the powder is very annoying and I've never quite gotten it right. Some people may find it a bit sweet."
178,4,Gems?,"They arrived very well packaged and they taste great! However they are not ""Gems"" as the packaging on Amazon shows. In fact my packages didn't have gems anywhere on it, and neither do they resemble the other products I have bought that were gems. All that means is they don't melt in your mouth the way gems do, but they are still excellent!"
179,4,"Organic, BPA free","We buy almost anything we can find in BPA free cans.  There is very little available.  These peaches taste ok but sometimes the color is off.  Recently, we got a shipment that had a slight green color.  The cans were dented, so maybe something was off.  Amazon is always good about refunds and replacements, so we're still happy and stick with Amazon because of their policies."
180,4,works well,this stuff works great however it took almost three weeks to make it to my house. its very tastey and it smells wonderful
181,4,A very good brand.,"DE is a very good coffee.  I ordered this as my father-in-law raved about it, and the whole bean aroma rood is indeed a good coffee.  It tastes like a medium coffee with a particular spice feel to it.  Very unique and very tasty.  I tend to make my coffee very bold even if it is a 'medium' coffee, and even bold this is up there with some of my favorite coffees.<br /><br />If you are a coffee fan, this is worth a shot, pun intended.<br /><br />Enjoy."
182,4,Not in stock,"The tea itself is very good. I tried to purchase this item as a gift for my father. Unfortunately, amazon's ""in stock"" in this case meant way out of stock. They finally bothered to tell me a month after the original order, and now the Customer service rep tells me that they have no plans to get it in stock for me. And yet, I notice the site still says ""in stock""!!!<br /><br />Buyer beware: Just because amazon says it's in stock and ready to ship does NOT mean it is now (nor ever will be) in stock. If it's a food item, like this one, you're much better off to make a special request at your local grocer."
183,4,Not an Italian Sauce,"I used to buy this sauce every time I saw it in the store, sometimes 5 or 6 cans at a time, because it wasn't so easy to find. I find the Hunts pasta sauces taste fresher than jarred sauces and are more flavorful too. But over a year ago, they changed the ingredients for the spicy style sauce. It used to be slightly peppery and spicy, but now it tastes like it might make a good base for chili or chili pasta or even a Mexican dish. Not bad, but definitely not an Italian flavored sauce."
184,4,Delicious coffee that is organic and fair-trade,"This coffee is very smooth and has a great flavor, medium roast, without being bitter.<br /><br />The pods do not fit in a Keurig machine so you will need to cut each one and empty it into a Keurig insert for regular coffee grounds such as the <a href=""http://www.amazon.com/gp/product/B0051SU0OW"">ekobrew Cup, refillable filter for Keurig Brewers, Brown, 1-Count</a>.  This seems to work fine for me, just be sure you don't over fill as the pod may contain a bit more grounds than needed for a Keurig."
185,4,Delicious healthy granola,"I was really excited to try this product as I am a HUGE fan of their bars. It was very good. It's always great to find a source for Omega 3 's. The amazing variety of grains used in this is a selling point to me, I like the variety and it's not over-sweet. I do like granola that's not all broken up into tiny little pieces, but has some chunks in it, which this does have.<br /><br />Kind granola is also gluten free and vegan friendly. If you are on a restricted diet this is perfect. I thought the cinnamon was just the right amount, not overpowering. To me, things that are 'healthy' for you aren't very useful unless they taste good too, this tastes good. Enjoy it on yogurt, or out of the bag, or with milk. I put it in little baggies and throw it in my backpack for a snack at school."
186,4,yummy healthy snack,Kashi does it again; tasty healthy snack to fill you up and tide you over!
187,4,Vita Coco 100% Pure Coconut Water,"If you like coconut water, this is for you! I had bought this product at a local market to try, while having chemo. Turns out the more i drank, the more i wanted! It has potassium in it, and some chemo makes you potassium deficient. So, i felt better drinking this product,along with lots of water, to say hydrated."
188,4,Good for a flavored coconut water,"I grew up in Hawaii so yes, I know what real coconuts taste like. This has a light peach and mango flavor(made with real mango and peach puree) that is pretty nice. It is not overwhelming like the tangerine one. I still prefer plain coconut water."
189,4,Call it luck!,"It might have been luck or the fact that I ordered some other products as well, but I managed to get a box of these without ANY of them leaking.  No sticky mess, just a few dented, which can be expected.  Box was inside a bigger box with a few other items and some air bags.  Great creamer without the sticky mess!"
190,4,Kona coffee,The coffee did not arrive by the expected ship date and it was supposed to be a Christmas present for my<br />husband so I was disappointed.  I do not drink coffee but he says that it is good to excellent and very smooth.
191,4,My Favorite Kracker,I order these all the time.  They have a good taste and are a great snack.  They are a bit pricey however.
192,4,1 out of 2 dogs liked it!,"<span class=""tiny""> Length:: 1:42 Mins<br /><br /></span>Since neither of my 2 dogs can write about this new Lickety Stik, I will do my best.<br />A new idea for treats is always welcomed.  We had 3 flavors of Stiks, Bacon, Chicken and Liver.  We tried all three on both Sundae and Casey.  Sundae licked all three and seemed to like them all. Casey, however, wouldn't try any of the three, just turning his head in apparent disgust (lol).  Having had dogs my whole life, you never can tell what a dog will like or dislike.  I didn't give this 5 stars, because of some functional reasons, not because Casey didn't even try it.  First, the lick ball is exactly like a deodorant ball. As a matter of fact, the container reminds me of an Arrid Rollerball Deodorant bottle exactly.  It doesn't move freely by just licking, you have to gently squeeze the bottle for the liquid to be available to the dog.  If you squeeze too hard, it drips onto the floor. Other than that, it seems to be enjoyable.  It is supposed to be healthy, but I had to use a magnifying glass to read the rather small label.<br /><br />The video is one of our taste tests. Hope you enjoy it."
193,4,Great product.,"I must begin by saying I LOVE coconut oil. Cooking, beauty, healthcare...I've used it in many different applications. The reason I took off a star is because when this shipped (in a warm month) it came liquified and upon solidifying became somewhat grainy. I tried a different brand that came the same way but solidified without any graininess. If you're not going to consume it straight out of the container this should not bother you at all."
194,4,Cappacino,"An excellent product. Too bad it's not readily available in the stores. Walmart used to carry it, but I'm told the Grove Square rep is not responsive. Seems foolish to me."
195,4,"Tastes great, good price and fast service",This tea has a good flavor--not too strong or too weak. It isn't as great as say a fresh looseleaf but is comparable to Twinnings' Eng Breakfast.
196,4,Amazing for the few who will enjoy it,"The smell you first get from opening this container is pungent and will make u go 'wtf'. Once spread on buttered toast, is a whole different story. Its deep nutty, fishy flavor is very umami. Don't use too much."
197,4,Great tea be aware of the packaging,"I have been drinking bigelow tea for five years and enjoy the flavor.  The 40 count packages include ten packages with four tea bags in each rather than one per package.  I drink two cups a day and the teas is still fresh on the second day.  When exposed to air the tea will lose its flavor.  So, if you only drink two or three cups a week look for packaging with one tea bag per package."
198,4,love this shampoo!,"I really like the quality of this new shampoo...lots of bubbles, no fadeing of my blonde toned highlights either.  Also, it does what it says, lots of lift and volume.  The only thing I would probably change is the scent.  The scent is not anything special, but the quality of this product is great.  I will definitely purchase here."
199,4,Somewhere Over the Horizon,"This drink is very refreshing. Everybody has different taste buds, so naturally some people will really like it while others will find it to be not as appetizing. I would recommend buying this product in bulk at a local grocery store or department store as you will be able to save more money that way. Two straws up for me for the product itself. I gave it four stars rather than 5 because of the price."
200,5,Truly citrus-y,"I haven't ordered from here because so many people have said something about the shipping on other True Lemon items. It's a shame, the price is great.<br />My family keeps all 3 flavors in the house. I use it in water of course. I also use the lime on chicken with honey sometimes, the lemon in salad dressings and shortbread and the orange in shortbread. My daughter loves having a packet of orange in hot water with honey when she's not feeling well. It's a great shelf stable way to be able add some extra flavor to a lot of cooking."
201,5,Taste of Home,"I'm currently (far) out of Pennsylvania for graduate school, and this just made my day. A little taste of home! Who knew PA was the snack and processed food capital of the world? Peanut chews are amazingly tasty, and slightly addictive. You can never eat one."
202,5,"My friends jokingly call this ""Miracle Tea""","I discovered this tea in a little cafe in Costa Del Sol, Spain. It was a particularly cloudy night and I was not properly dressed for the occasion (as the weather was deceptively hot during the day). As I began to feel worse and worse and watch the snot drip down my nose, my group went into a cafe and I asked for chamomile tea...but they didn't have it. Instead, they gave me the closest thing to it - tila tea.<br /><br />In just one sip of this tea (with only sugar added and nothing else), I felt all of the mucus clear out of me. Apparently linden flowers are particularly good at doing this and a few other remedies.<br /><br />For such a cheap price (shipping of course is a little high because it has to be exported from Spain, so buy two boxes to make yourself feel better [and to save money]), I highly recommend this product. Never had an issue with the vendor either."
203,5,Davidoff instant coffee,"Excellent choice for when you don't want a full pot or are in a hurry. Very smooth with no bitterness. Far superior to Folgers, Maxwell House and others."
204,5,"Good Earth, great tea!",One of the best teas on the market. Cannot purchase it locally so am glad that it is available through Amazon.
205,5,Good Product,"I have used this product in the past and was highly satisfied. It works very well. I would just caution first time users not to make the tea too strong or your results may be ""too good""."
206,5,MsJBird,"If you haven't had a Wickles you have got to try them.  My whole family goes crazy over Wickles, I ordered them through Amazon at a higher price than what I can get them for in Iuka, MS. but since I'm in Houston, TX and can't find them anywhere, I don't mind paying an extra .75 cents for a jar of Wickles.  Plus I'm a Prime Member so shipping is FREE!!  Love me some Wickles and love my Amazon!!"
207,5,Love this!,"Such a perfect companion to the Babycook! I freeze in this and once the food is frozen, I take them out and put in a labeled ziploc because the lid doesn't quite seal tight enough for my comfort but would definitely purchase again!"
208,5,"Good Coffee, Good Price","After looking for French Vanilla k-cups I stumbled on this pack, which originally I chose because they were some of the least expensive I could find per k-cup.  When I got them, my husband loved them & has since switched to these over his normal k-cups.  They do have a vanilla flavor, not too sweet or overpowering, so if you like a very strong vanilla flavor you could add flavored creamer or select a different brand.  I myself will not drink normal coffee, and even with flavored coffee tend to add quite a bit of creamer & sugar.  This coffee I was able to cut my sugar back & I don't need to add creamer/milk & I like it.  I would definitely buy it again."
209,5,One of my favorites!,"I have read many places that STASH has the highest amounts of antioxidants found in green tea. It is a little pricier than some other brands, but the taste is good, so it is worth it."
210,5,Great snack,"My son has been eating pouches for just about a year and loves the peter rabbit brand. Great for in the car, a quick snack or when camping. These are a great value compared to the other brands (Ella's, Plum, Happy tot, etc). We definitely stock up on these in our house."
211,5,Best jerky EVER!!!,"Golden Islands caught my interest when I found there little shop in a mall in ontario, ca. All there flavors scream elegance and class. Pure joy is what I have experienced from any of the flavors I've had from them and this one is no different. slightly spicy, with that lime tart taste, very refreshing compared to any other chilli/lime jerky you would have anywhere else."
212,5,My kitty LOVES it.,"The story goes that I adopted a cat from an agency last summer. Having always grown up with dogs and not cats, I went ahead and wandered down to my Target to get a bag of Friskies. About a week later, my kitty (named Sugar) starting vomiting. Confused, I assumed it was the wet food we were feeding her in the morning. So we changed it. Then we changed it again. No results. I took her to the vet and asked. He checked her out and said likely the problem was having a sensitive stomach and he recommended Science Diet. Bam. My cat does great now. She's lost a little bit of weight so she's the right size now. She doesn't vomit anymore. This food works and it works well. I read the negative review here and I would say the problem was unique to the cat. My cat loves it and is doing brilliantly now."
213,5,Incredible Hot Chocolate with Raspberry,"I ran into this product at a bed and breakfast.  Unlike most hot chocolate mixes with another flavor component, the raspberry flavor in this is an equal partner with the chocolate.  You don't get just a hint of it that soon gets lost.  You taste the raspberry with the first sip and the last sip....very very enjoyable.  Highly recommend."
214,5,Best Tasting Sea Salt So Far!,"For some reason this sea salt taste different than any sea salt I have ever tasted.  In am not a sea salt conasuer but I knew this salt was ""the one"" after my first taste.  I don't know if sea salt taste differently from region to region or what but I highly recommend this specific brand for its taste. As a side note about sea salt, I have suffered migrains all of my life and after getting rid of table salt and switching to sea salt 40 years of migrains vanished.  I must have needed some type of mineral that is in natural sea salt, I am guessing. Table salt is stripped of all minerals and has additives for its preservation while shipping which is something our bodies don't need anyway!"
215,5,Nice color,"The pink color is very nice and bright. I made some candy hearts and they came beautifull. I also used it for cake pops but it have to be mixed with a little amount of paramount crystals to be liquid enough for coating the cake pops. It's liquids much better than Wilton's.<a href=""http://www.amazon.com/gp/product/B0008DI8OY"">Paramount Crystals</a>"
216,5,Nutritional information,"These bars are one of my favorites.  They are the lowest in calories of all the Larabars, too.  The cherry pie bar contains just Dates, Almonds, and Unsweetened Cherries.  Total calories = 190.  Total fat = 9 gm.  No sodium.  Total carbs = 24g (4g fiber, 17g sugars)"
217,5,Great tea for pregnancy,I have used this tea for 2 of my 3 pregnancies. It's a little hard to 1st get used to the taste but now I love it. It helps strengthen the uterus. I started drinking it in my 3rd trimester and drank it for a few weeks postpartum as well.
218,5,"A big hit with the ""kids""","I just ordered these after my dogs' favorite chews were discontinued by the manufacturer. They love these things! Both are about 40-45 pounds and pretty strong chewers, and these last them at least a few minutes (which is pretty good for them!)."
219,5,This gum tastes great,My family loves this gum because not only does it taste good but it's good for you.
220,5,Delicious!,"Light as air - not packed with sugar like some dried fruits.<br />Taste delicious!<br />Between my husband and I, they go fast!<br />If you like strawberries, you definitely need to try these."
221,5,Good balanced flavors; I prefer it without milk,"The cereal is not ""sugary sweet"" (meaning that the primary flavor isn't sugar). The raisins are soft and plentiful (I remember eating Raisin Bran as a kid, when the raisins were like little rocks). The slivered almonds add to the overall crunch, but their subtle flavor is somewhat lost to the taste of raisins and cinnamon. The bran flakes are crispy, but they rapidly wilt when milk is added. For that reason, I prefer to eat this cereal like ""trail mix""...there's no law that says you HAVE to put milk on cereal, but if that's the way you prefer it (and if you eat at a normal pace, as opposed to wolfing down your meals) you may wish to seek out a heartier flake. That said, for my personal tastes, I'm still giving the product five stars."
222,5,GREAT,This is a great treat for my dog/puppy for training! I am taking classes and petsmart right now and they require us to bring our own pet treats. This is such a great treat and my dog loves it. I've had it for a very long time so it last a good amount. I will be purchasing them as soon as I am about to run out! I recommend everyone getting this!!
223,5,Two paws up!,"My dog goes bonkers for these treats! They seem to be crazy delicious. Some of the pieces are so small, Lulu doesn't have to chew them; she seems to swallow them whole. I wonder how she even tastes them! But she must, because she whines and acts like a obnoxious brat every time I go near the bucket.<br /><br />I like that the treats don't have any additives. They really stink, though, and the smell stays on your fingers. The smell and the price are the only downsides. Also, I wish the container said how many calories the treats have so I could compare them to other natural treats like Fruitables. The vet said Lulu is getting fat (to which I replied ""Yo momma is fat!"") and that we should start watching her calories.<br /><br />If you're curious about the consistency of the size of the pieces, please see the photos I posted. There's some variation in size, and when I tip the bucket, I see more crumbly pieces at the bottom, but I don't foresee Lulu turning her nose up at them!"
224,5,Nuts about Bergin's nuts...,"I had never heard of Bergin nuts before ordering them, but decided to give them a try.  Ordered both pepitas and brazil nuts.  Both products arrived on time and well-packaged.  They are excellent, taste-wise.  The pepitas were roasted and seasoned perfectly.  The brazil nuts were fresh, sweet and whole.<br /><br />Highly recommend these products..."
225,5,My very picky cats love it,"I love this brand. I have two very picky cats and they love this! They are both healthy, energetic with glossy coats - very happy with the Goodlife cat food for indoor cats."
226,5,Excellent flavor!,"I love these things, for munching as well as adding to things like cornbread.  The ""roasted"" flavor is noticeable and excellent, and the veggies are sweet and crispy.<br /><br />Tasty."
227,5,Gimborn Liver Treats,The Gimborn Liver Treats are by far my dogs favorite treat.  The are a wonderful training reward.  Very good quality.  Just beware your dog will sniff them out from wherever they are hidden in your pockets.
228,5,Organix Adult Indoor Feline Dry Cat Food,I found this type of cat food to be excellent for my cat's health and weight.  She was a bit overweight and it helped bring it under control.  Although I did find that she didn't like it as much as her old dry cat food because it didn't have as much flavor.
229,5,"Awesome price, great quality!","This product is a great deal, especially when you ""subscribe"".  Coconut oil is the best for cooking, and I'm stoked that I can order it on amazon.com on a regular basis."
230,5,Great for ice coffee,"During the summer I like to add lots of ice to my coffee and make it cold. However adding lots of ice will tend to dilute the coffee and make it bland. This dark Roast coffee is strong and makes perfect ice coffee. The flavor is also excellent, one of my favorites."
231,5,Care Bears Toys,"My daughter loves these. We did get doubles, but that was fine. They come in a bag and not package as shown (as others have stated), but honestly it wasn't a huge concern as they were still brand new."
